Time,Time Code,Country Name,Region,Country Code,"Employers, female (% of female employment) (modeled ILO estimate) [SL.EMP.MPYR.FE.ZS]","Employers, male (% of male employment) (modeled ILO estimate) [SL.EMP.MPYR.MA.ZS]","Employment in industry, male (% of male employment) (modeled ILO estimate) [SL.IND.EMPL.MA.ZS]","Employment in industry, female (% of female employment) (modeled ILO estimate) [SL.IND.EMPL.FE.ZS]",GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"Labor force participation rate for ages 15-24, total (%) (national estimate) [SL.TLF.ACTI.1524.NE.ZS]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Population ages 65 and above, total [SP.POP.65UP.TO]",Population ages 65 and above (% of total population) [SP.POP.65UP.TO.ZS],"Population ages 65 and above, female (% of female population) [SP.POP.65UP.FE.ZS]","Population ages 65 and above, male (% of male population) [SP.POP.65UP.MA.ZS]",Population growth (annual %) [SP.POP.GROW],"Pupil-teacher ratio, tertiary [SE.TER.ENRL.TC.ZS]","Pupil-teacher ratio, secondary [SE.SEC.ENRL.TC.ZS]","Pupil-teacher ratio, primary [SE.PRM.ENRL.TC.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, secondary, female (% gross) [SE.SEC.ENRR.FE]","School enrollment, secondary, male (% gross) [SE.SEC.ENRR.MA]",Start-up procedures to register a business (number) [IC.REG.PROC],"Unemployment, male (% of male labor force) (national estimate) [SL.UEM.TOTL.MA.NE.ZS]","Unemployment, female (% of female labor force) (national estimate) [SL.UEM.TOTL.FE.NE.ZS]",Urban population growth (annual %) [SP.URB.GROW],Urban population (% of total population) [SP.URB.TOTL.IN.ZS]
2018,YR2018,Fiji,Western Pacific,FJI,0.91900003,1.335000038,15.45600033,8.175000191,5479504926,6202.162267,4.284060927,..,..,..,..,..,48147,5.449680413,6.087265965,4.830272925,0.684181932,..,..,..,..,..,..,11,..,..,1.587977246,56.248
2018,YR2018,Finland,Europe,FIN,1.950999975,5.736999989,34.51499939,8.397000313,2.74E+11,49648.14926,1.476327743,53.0848999,..,..,..,..,1198564,21.72078755,24.05032743,19.32350979,0.178410432,..,..,..,..,..,..,3,7.419300079,7.298500061,0.245173348,85.382
2018,YR2018,France,Europe,FRA,2.266000032,5.854000092,29.73800087,9.652000427,2.78E+12,41463.64402,1.539463119,37.68009949,..,..,..,..,13420643,20.03462475,22.13655943,17.7960379,0.182439829,..,..,..,..,..,..,5,9.023099899,9.097200394,0.511159792,80.444
2018,YR2018,French Polynesia,Europe,PYF,2.256999969,4.840000153,24.24399948,6.103000164,..,..,..,..,..,..,..,..,23021,8.290508105,8.646987099,7.941753369,0.569178577,..,..,..,..,..,..,..,..,..,0.650333739,61.834
2018,YR2018,Gabon,Africa,GAB,1.324000001,3.025000095,14.21700001,2.338000059,17017401832,8029.822384,-1.379640324,..,..,..,83.42397,85.85235,75529,3.563907468,4.062125264,3.083633507,2.602954061,..,..,..,..,..,..,7,..,..,3.044784228,89.37
2018,YR2018,"Gambia, The",Africa,GMB,1.26699996,1.656999946,24.64299965,4.336999893,1624464137,712.4523977,3.504619353,..,..,..,..,..,59054,2.589980939,2.625183277,2.554123923,2.946722281,..,..,36.13813,..,..,..,7,..,..,4.047852418,61.27
2018,YR2018,Georgia,Europe,GEO,1.243999958,2.655999899,19.96299934,5.445000172,16209818081,4344.630952,4.633285133,..,..,..,..,..,554631,14.86549143,17.7710098,11.68013086,0.080332445,8.32638,7.57537,8.98194,105.9787,106.7773,105.2726,1,..,..,0.766612893,58.632
2018,YR2018,Germany,Europe,DEU,2.392999887,6.059999943,38.9469986,13.63000011,4.00E+12,48195.5799,1.093953753,50.27560043,..,..,..,..,17797959,21.461962,23.82886492,19.0311187,0.32722815,..,..,..,..,..,..,9,3.792299986,2.910099983,0.393216796,77.312
2018,YR2018,Ghana,Africa,GHA,4.467000008,6.736999989,17.83600044,19.4640007,65556464056,2202.312165,3.958667186,..,..,..,74.47439,83.52458,913522,3.068898007,3.364457351,2.781214957,2.192828837,26.51922,16.01642,27.24556,71.31969,70.7867,71.82998,8,..,..,3.364493692,56.06
2018,YR2018,Gibraltar,Europe,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.029653353,..,..,..,..,..,..,..,..,..,-0.029653353,100
2018,YR2018,Greece,Europe,GRC,4.797999859,9.104000092,20.44300079,8.092000008,2.18E+11,20324.25356,2.191029518,23.27079964,..,..,..,..,2323106,21.65527208,23.65177068,19.58482914,-0.251471725,..,..,..,..,..,..,4,15.37110043,24.23320007,0.17190646,79.058
2018,YR2018,Greenland,Europe,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.26025898,..,..,..,..,..,..,..,..,..,0.020561747,86.816
2018,YR2018,Grenada,Americas,GRD,..,..,..,..,1207454556,10833.65833,4.281470533,..,..,..,..,..,10724,9.621906796,10.59381048,8.666001923,0.52175283,..,..,..,..,..,..,6,..,..,0.822129986,36.272
2018,YR2018,Guam,South-East Asia,GUM,1.707000017,4.494999886,22.73600006,2.969000101,..,..,..,..,..,..,..,..,16328,9.849910719,10.95835314,8.764616653,0.901084422,..,..,..,..,..,..,..,..,..,0.986937432,94.78
2018,YR2018,Guatemala,Americas,GTM,2.223999977,3.302000046,22.125,18.0909996,78460447920,4549.010081,1.154371768,..,..,..,..,..,829977,4.812072508,5.244492255,4.366383153,1.948798636,..,10.49312,20.26228,52.72243,51.43818,53.9577,6,..,..,2.684043242,51.054
2018,YR2018,Guinea,Africa,GIN,0.995999992,2.417999983,11.43700027,2.346999884,10989790256,885.2512282,5.624124114,..,..,..,..,..,363246,2.926022448,3.493893575,2.315673388,2.833136353,..,..,..,..,..,..,6,..,..,3.79794652,36.14
2018,YR2018,Guinea-Bissau,Africa,GNB,0.606999993,1.5,10.89400005,6.364999771,1458156026,777.9699218,1.243474153,..,..,..,..,..,52925,2.823716336,3.396141426,2.224103928,2.493771961,..,..,..,..,..,..,9,..,..,3.455476073,43.36
2018,YR2018,Guyana,Americas,GUY,2.016000032,4.675000191,33.08200073,11.39799976,3610435299,4634.681335,2.940315744,..,..,..,..,..,50248,6.450271243,7.037483763,5.867022678,0.486803065,..,..,..,..,..,..,7,..,..,0.742878547,26.606
2018,YR2018,Haiti,Americas,HTI,0.949000001,1.620000005,13.73900032,6.30700016,9658084644,868.2847996,0.199182913,..,..,..,..,..,550531,4.949403848,5.439359135,4.44667515,1.273996399,..,..,..,..,..,..,12,..,..,2.974384965,55.278
2018,YR2018,Honduras,Americas,HND,5.721000195,14.96800041,20.78300095,20.00799942,23803230473,2482.730206,2.030375238,57.56800079,..,..,87.26556,87.13764,449714,4.690617659,5.150868231,4.229477738,1.667103614,21.45735,..,..,..,..,..,11,4.619999886,7.16989994,2.7925867,57.096
2018,YR2018,"Hong Kong SAR, China",Western Pacific,HKG,1.116000056,4.40199995,19.38199997,3.936000109,3.63E+11,48717.29121,2.201488886,..,..,..,..,..,1257360,16.87504833,16.70181724,17.07836483,0.799050247,..,11.22247,13.34788,107.4898,105.7951,109.075,2,..,..,0.799050247,100
2018,YR2018,Hungary,Europe,HUN,2.880000114,6.09499979,41.07099915,19.65099907,1.56E+11,15938.8368,5.146469097,32.26319885,..,..,..,..,1871477,19.15772538,22.74930308,15.19896709,-0.19615739,..,..,..,..,..,..,6,3.477200031,3.986500025,0.209713807,71.351
2018,YR2018,Iceland,Europe,ISL,1.891000032,5.59100008,26.71100044,6.833000183,25882218777,73201.70255,1.601307982,80.30220032,..,..,..,..,52312,14.79509256,15.5662346,14.02982425,2.919685018,..,..,..,..,..,..,5,2.847199917,2.536299944,2.962368264,93.813
2018,YR2018,India,South-East Asia,IND,0.547999978,1.922999978,26.34399986,18.74799919,2.73E+12,2015.590485,5.87831683,26.5781002,..,..,65.79081,82.36671,83591151,6.179955649,6.680037291,5.717910098,1.03732336,24.72586,..,..,..,..,..,10,5.338300228,5.301099777,2.308965478,34.03
2018,YR2018,Indonesia,South-East Asia,IDN,1.79400003,4.502999783,25.51099968,16.49300003,1.04E+12,3893.596078,3.985604226,47.74079895,..,..,93.99218,97.33134,15677491,5.857165613,6.458146808,5.264671807,1.133769861,27.26144,15.2071,17.03493,88.91017,90.04094,87.84292,10,4.679500103,4.251100063,2.344869515,55.325
2018,YR2018,"Iran, Islamic Rep.",Eastern Mediterranean,IRN,1.363999963,4.326000214,33.37200165,25.28300095,..,..,..,27.25,..,..,..,..,5058998,6.184573806,6.014194545,6.351325392,1.386479705,..,..,..,..,..,..,10,10.36999989,18.94000053,2.061668554,74.898
2018,YR2018,Iraq,Eastern Mediterranean,IRQ,3.237999916,3.338000059,26.02599907,7.673999786,2.26E+11,5878.038566,-1.673833337,..,..,..,44.014,56.24399,1277379,3.323599663,3.70204392,2.954011627,2.318464028,..,..,..,..,..,..,8,..,..,2.595551171,70.473
2018,YR2018,Ireland,Europe,IRL,2.213999987,6.239999771,26.91200066,8.432999611,3.82E+11,78806.432,7.142041169,46.72050095,..,..,..,..,672978,13.8658017,14.59616248,13.12342418,0.954742911,..,..,..,..,..,..,3,5.782400131,5.691100121,1.30837591,63.17
2018,YR2018,Isle of Man,Europe,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.571344927,..,..,..,..,..,..,..,..,..,0.817554629,52.588
2018,YR2018,Israel,Europe,ISR,1.646000028,6.294000149,25.89800072,7.702000141,3.70E+11,41613.99808,1.326103835,47.06999969,..,..,..,..,1064011,11.97698602,13.2131694,10.72602254,1.937879943,..,..,..,..,..,..,4,4.038000107,3.953999996,2.026639296,92.418
2018,YR2018,Italy,Europe,ITA,3.710000038,7.903999805,35.27799988,12.60400009,2.07E+12,34318.35112,1.034213504,26.07559967,..,..,98.97192,99.35345,13749132,22.7516796,25.07907418,20.29290809,-0.174304004,..,..,..,..,..,..,6,9.745300293,11.77369976,0.243957933,70.438
2018,YR2018,Jamaica,Americas,JAM,2.446000099,4.473999977,23.27400017,6.093999863,15717858487,5355.582639,1.370319338,34.18190002,..,..,..,..,258169,8.796642551,9.005347232,8.585182507,0.47823514,..,16.69828,24.79434,82.28867,83.60949,81.02319,2,6.71750021,11.89630032,1.011307847,55.674
2018,YR2018,Japan,Western Pacific,JPN,0.779999971,2.901000023,32.63899994,14.00699997,4.97E+12,39286.73765,0.992439865,47.59999847,..,..,..,..,34892133,27.57636991,30.44587551,24.57229679,-0.202670345,..,..,..,..,..,..,8,2.599999905,2.200000048,-0.11421871,91.616
2018,YR2018,Jordan,Eastern Mediterranean,JOR,1.56400001,6.676000118,26.56500053,15.39400005,42290832158,4247.768726,0.129635568,..,..,..,97.83208,98.61421,382957,3.846490398,4.130730757,3.569439441,1.792156922,..,12.26127,18.53699,63.11653,64.15522,62.0969,7,..,..,2.047485157,90.979
2018,YR2018,Kazakhstan,Europe,KAZ,0.796999991,1.861999989,30.1989994,11.76500034,1.71E+11,9331.04695,2.740272171,..,..,..,..,..,1350971,7.391846271,9.258061023,5.409488557,1.314780146,16.54056,6.95898,19.63913,114.2437,114.7181,113.7928,5,..,..,1.475113065,57.428
2018,YR2018,Kenya,Africa,KEN,8.859000206,7.198999882,12.58199978,2.34100008,87908262520,1710.510097,3.896152982,..,..,..,78.18893,84.98883,1202178,2.339186612,2.698508076,1.975258435,2.305948675,..,..,..,..,..,..,7,..,..,4.052522702,27.03
2018,YR2018,Kiribati,Western Pacific,KIR,..,..,..,..,188284518.8,1625.2861,0.513904299,..,..,..,..,..,4579,3.952627172,4.892706777,2.978678563,1.468690124,..,..,..,..,..,..,7,..,..,2.949349291,54.057
2018,YR2018,"Korea, Dem. People’s Rep.",Western Pacific,PRK,0.372000009,1.773000002,19.3579998,14.48600006,..,..,..,..,..,..,..,..,2384953,9.33452041,11.88778882,6.666987853,0.47012429,..,..,20.30024,..,..,..,..,..,..,0.827794425,61.899
2018,YR2018,"Korea, Rep.",Western Pacific,KOR,0.699999988,2.517999887,33.26599884,13.54300022,1.62E+12,31362.75147,2.33217302,29.25200081,..,..,..,..,7445058,14.41855583,16.54643365,12.29763111,0.327939403,..,..,..,..,..,..,2,3.937999964,3.726999998,0.273938169,81.459
2018,YR2018,Kosovo,Europe,XKX,..,..,..,..,7900268736,4281.292329,3.321374532,22.44000053,..,..,..,..,..,..,..,..,0.794345853,..,..,..,..,..,..,3,28.30999947,33.25999832,..,..
2018,YR2018,Kuwait,Eastern Mediterranean,KWT,0.584999979,0.72299999,34.76300049,4.609000206,1.42E+11,34243.95291,-0.747204188,..,..,..,94.90516,96.66646,105521,2.550472384,2.516758015,2.572726524,1.982439531,..,..,8.88073,..,..,..,7,..,..,1.982439531,100
2018,YR2018,Kyrgyz Republic,Europe,KGZ,1.312000036,1.774000049,29.21500015,11.2130003,8092836609,1281.363661,1.572833212,40.08000183,..,..,99.49972,99.67701,283878,4.494727976,5.505980974,3.461833805,1.879550296,11.0836,10.64648,24.98946,95.05481,95.04675,95.06257,4,5.659999847,6.449999809,2.475490067,36.351
2018,YR2018,Lao PDR,Western Pacific,LAO,0.273999989,0.824999988,11.62199974,6.521999836,18130724396,2567.543217,4.864905688,..,..,..,..,..,287767,4.075149964,4.580908024,3.572996904,1.548022991,11.29744,18.15412,22.33717,67.36178,65.0222,69.63483,10,..,..,3.381673679,35.004
2018,YR2018,Latvia,Europe,LVA,3.125,6.264999866,33.86100006,12.67700005,34849078086,18088.92725,5.623844528,37.70959854,..,..,..,..,386149,20.04362032,24.92096029,14.31588371,-0.811937907,..,..,..,..,..,..,4,8.409500122,6.420300007,-0.71355981,68.142
2018,YR2018,Lebanon,Eastern Mediterranean,LBN,1.758000016,11.71800041,26.2140007,9.842000008,56639155556,8269.787676,-0.342081302,..,..,..,93.30501,96.85466,479587,7.002368134,7.615227228,6.398070196,0.54245866,..,..,..,..,..,..,8,..,..,0.727747261,88.593
2018,YR2018,Lesotho,Africa,LSO,0.59799999,0.76700002,9.961000443,10.08600044,2791762880,1324.282768,0.668522532,..,..,..,..,..,103321,4.901087497,6.188194277,3.575673525,0.796281137,19.6773,..,..,..,..,..,7,..,..,2.310041524,28.153
2018,YR2018,Liberia,Africa,LBR,1.828999996,2.286999941,16.49399948,5.743999958,3249000000,674.2094847,-1.229759965,..,..,..,..,..,156782,3.2534318,3.620614746,2.889549684,2.452522593,..,..,..,..,..,..,5,..,..,3.344036403,51.151
2018,YR2018,Libya,Eastern Mediterranean,LBY,0.398999989,1.052000046,31.69099998,9.006999969,48319620013,7235.028115,6.258379751,..,..,..,..,..,293325,4.392040259,4.825909652,3.967445205,1.47586739,..,..,..,..,..,..,10,..,..,1.832312146,80.102
2018,YR2018,Liechtenstein,Europe,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.29058269,..,..,..,..,..,..,..,..,..,0.460957763,14.338
2018,YR2018,Lithuania,Europe,LTU,1.368999958,3.551000118,34.9980011,15.35000038,53251369047,19089.70751,4.935793879,36.48350143,..,..,..,..,549678,19.70503316,24.26433015,14.39132208,-1.383804311,..,..,..,..,..,..,4,6.89109993,5.409399986,-1.14269563,67.679
2018,YR2018,Luxembourg,Europe,LUX,2.13499999,4.703999996,16.79199982,3.214999914,69487922619,114340.4987,0.679363416,33.11610031,..,..,..,..,86195,14.18315418,15.70866378,12.68423711,1.892314684,..,..,..,..,..,..,5,5.328999996,5.881499767,2.171838317,90.981
2018,YR2018,"Macao SAR, China",Western Pacific,MAC,1.531999946,4.453999996,25.87199974,8.279999733,54545184268,86355.40765,3.207791089,..,..,..,..,..,66222,10.48420293,10.55703112,10.40646708,1.443311366,14.37169,9.75724,13.49843,101.0366,100.9029,101.1618,..,..,..,1.443311366,100
2018,YR2018,Madagascar,Africa,MDG,2.019000053,5.558000088,7.506999969,7.28000021,12100459087,460.7527808,2.416764912,..,..,..,72.38409,77.27514,784383,2.986717126,3.230266415,2.742002962,2.66961324,..,19.29784,39.81169,36.52693,37.06355,35.99303,5,..,..,4.484804041,37.191
2018,YR2018,Malawi,Africa,MWI,0.739000022,1.501999974,10.33100033,6.065999985,7064971176,389.3980332,0.801419696,..,..,..,..,..,479970,2.64543493,3.128542209,2.148489602,2.641917288,..,72.31002,58.67919,40.28176,39.91857,40.64471,7,..,..,3.967306091,16.937
2018,YR2018,Malaysia,Western Pacific,MYS,1.473999977,4.672999859,32.01499939,19.60300064,3.54E+11,11238.95737,3.316769765,..,..,..,..,..,2103510,6.671754625,7.040620398,6.323325652,1.352511651,13.34506,11.40208,..,81.99226,85.41413,78.77512,9,..,..,2.130163068,76.036
2018,YR2018,Maldives,South-East Asia,MDV,1.567999959,5.096000195,17.53499985,21.45299911,5272288443,10223.63649,2.085411062,..,..,..,..,..,19098,3.703344606,4.680580923,3.107004979,3.813136225,..,..,..,..,..,..,6,..,..,4.894045215,39.808
2018,YR2018,Mali,Africa,MLI,0.137999997,0.924000025,8.206000328,4.257999897,17196688920,901.4031007,1.791676657,56.25,..,..,25.73516,46.18414,478322,2.507229758,2.812297005,2.203016209,3.007913579,..,..,37.82669,41.02728,36.99537,44.95349,5,6.53000021,7.869999886,4.87623694,42.356
2018,YR2018,Malta,Europe,MLT,1.873999953,6.512000084,26.28499985,9.274000168,14542039605,30074.74119,3.130254323,55.49290085,..,..,95.98872,93.00997,98395,20.3493243,22.29322914,18.41414453,3.264720138,..,..,..,..,..,..,8,3.825299978,3.555299997,3.334490457,94.612
2018,YR2018,Marshall Islands,Western Pacific,MHL,..,..,..,..,211523642.4,3621.174095,1.877065037,..,..,..,..,..,..,..,..,..,0.609595692,..,..,..,..,..,..,5,..,..,1.12641992,77.031
2018,YR2018,Mauritania,Africa,MRT,0.845000029,3.509000063,12.97900009,6.856999874,5365868725,1218.59641,0.759147004,..,..,..,..,..,138313,3.141112158,3.638129733,2.647564003,2.780434406,..,25.9167,34.27814,36.83391,37.14018,36.53606,4,..,..,4.372995458,53.672
2018,YR2018,Mauritius,Africa,MUS,1.671000004,5.925000191,32.36100006,18.61700058,14220348673,11238.69039,3.717228563,..,..,..,89.36638,93.35735,145183,11.47417307,12.90269229,10.01231081,0.054547267,..,10.9886,16.19841,95.0962,97.76666,92.52626,4,..,..,-0.063139385,40.793
2018,YR2018,Mexico,Americas,MEX,2.397000074,5.802999973,30.84199905,17.36199951,1.22E+12,9698.084187,0.851768911,43.74399948,..,..,94.60805,96.2329,9115625,7.223684981,7.777099236,6.645696001,1.126421149,..,..,..,..,..,..,8,3.194200039,3.425499916,1.487619951,80.156
2018,YR2018,"Micronesia, Fed. Sts.",Western Pacific,FSM,..,..,..,..,344501760,3058.431818,0.336848366,..,..,..,..,..,4502,3.996803977,4.450223956,3.553219723,1.054008214,..,..,..,..,..,..,7,..,..,1.473279622,22.703
2018,YR2018,Moldova,Europe,MDA,0.275000006,0.409999996,20.6609993,12.41499996,11309082555,3189.355812,4.097169591,20.82699966,..,..,..,..,406697,11.46955634,13.82301259,8.916410899,-0.093388678,13.84031,9.86318,17.92314,86.90614,86.45337,87.33351,3,3.483500004,2.474900007,0.075645146,42.629
2018,YR2018,Monaco,Europe,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7525271,..,..,11.38506,..,..,..,..,..,..,0.7525271,100
2018,YR2018,Mongolia,Western Pacific,MNG,0.666999996,1.264000058,25.20299911,11.7869997,13009574621,4103.697493,5.045173052,..,..,..,98.64889,98.18601,129457,4.083538787,4.706869622,3.44329268,1.79600998,23.08864,..,30.38318,..,..,..,8,..,..,1.9158799,68.445
2018,YR2018,Montenegro,Europe,MNE,5.46600008,11.04399967,24.80900002,7.135000229,5452173041,8760.692286,4.859161164,32.85649872,..,..,98.27135,99.45047,93196,14.97493664,17.04131237,12.86244491,-0.004499011,14.90056,..,..,..,..,..,8,15.23569965,15.09710026,0.499553804,66.813
2018,YR2018,Morocco,Eastern Mediterranean,MAR,0.783999979,3.174999952,24.66799927,11.75800037,1.18E+11,3237.883368,1.648630514,..,..,..,64.59138,83.30135,2526689,7.012904821,7.4332627,6.585607667,1.250794964,28.74403,19.42453,26.80065,80.2262,76.58119,83.69787,4,..,..,2.127285344,62.453
2018,YR2018,Mozambique,Africa,MOZ,1.447999954,3.470999956,13.51099968,2.584000111,14457964381,490.1675823,0.29969069,..,..,..,..,..,852659,2.890764457,3.498778611,2.245843989,2.913458975,15.16804,..,55.27379,..,..,..,10,..,..,4.405591347,35.988
2018,YR2018,Myanmar,South-East Asia,MMR,1.353999972,4.027999878,16.43799973,15.31700039,71214803378,1325.952924,5.555804237,48.70830154,..,..,..,..,3106838,5.784641933,6.640370312,4.864798621,0.608482652,..,..,..,..,..,..,12,0.73180002,1.044499993,1.452481022,30.579
2018,YR2018,Namibia,Africa,NAM,3.148999929,5.797999859,30.37000084,6.986000061,14521711630,5931.453885,-1.937959389,29.22800064,..,..,..,..,89019,3.636031681,4.421366372,2.800496749,1.882279294,..,..,..,..,..,..,10,21.13069916,18.59029961,3.956296801,50.032
2018,YR2018,Nauru,Western Pacific,NRU,..,..,..,..,114718022.8,9030.071064,-2.17144891,..,..,..,..,..,..,..,..,..,-1.344820893,..,..,..,..,..,..,..,..,..,-1.344820893,100
2018,YR2018,Nepal,South-East Asia,NPL,0.358999997,1.756000042,19.78000069,6.625,28812491892,1025.798356,4.546209269,..,..,..,59.72443,78.59134,1608781,5.727670776,5.714558709,5.743133563,1.653980239,..,..,..,..,..,..,7,..,..,3.721818393,19.74
2018,YR2018,Netherlands,Europe,NLD,2.325000048,5.348999977,25.07799911,6.059000015,9.14E+11,53024.05921,2.003691765,68.87439728,..,..,..,..,3307699,19.19619263,20.5999506,17.78045635,0.580410754,..,..,..,..,..,..,4,3.720700026,3.956500053,1.032848225,91.49
2018,YR2018,New Caledonia,Western Pacific,NCL,2.650000095,5.368000031,33.77500153,7.788000107,..,..,..,..,..,..,..,..,26060,9.174157925,9.666005006,8.685132892,1.314666088,..,..,..,..,..,..,..,..,..,1.920384853,70.683
2018,YR2018,New Zealand,Western Pacific,NZL,4.138999939,7.977000237,30.36899948,9.36400032,2.05E+11,41966.00918,0.853999628,64.18650055,..,..,..,..,764699,15.65242453,16.44908021,14.82853159,1.892735802,..,..,..,..,..,..,1,4.146399975,4.470900059,1.975960835,86.538
2018,YR2018,Nicaragua,Americas,NIC,2.648999929,7.124000072,19.08499908,13.06599998,13117859222,2028.896891,-5.015619975,..,..,..,..,..,339278,5.247497448,5.918969291,4.556573302,1.255357967,..,..,..,..,..,..,7,..,..,1.637141542,58.522
2018,YR2018,Niger,Africa,NER,0.495000005,1.220000029,4.811999798,12.44699955,9239513530,411.6889425,1.234038834,..,..,..,..,..,582396,2.595007883,2.698365321,2.492661767,3.816869199,14.69914,..,..,..,..,..,3,..,..,4.274535102,16.425
2018,YR2018,Nigeria,Africa,NGA,1.722000003,4.218999863,11.18999958,11.99300003,3.97E+11,2028.18197,-0.665579082,..,..,..,52.65648,71.25571,5381418,2.747377005,2.928952947,2.570559657,2.586545852,..,..,..,..,..,..,8,..,..,4.238846803,50.344
2018,YR2018,North Macedonia,Europe,MKD,2.619999886,5.764999866,34.34899902,24.52199936,12672131053,6083.718948,2.617176945,31.83209991,..,..,..,..,284744,13.67018138,15.19639117,12.14572956,0.046194989,..,..,..,..,..,..,4,21.29470062,19.86739922,0.417819583,57.963
2018,YR2018,Northern Mariana Islands,Western Pacific,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.564156498,..,..,..,..,..,..,..,..,..,0.660347974,91.618
2018,YR2018,Norway,Europe,NOR,0.989000022,2.486000061,30.52499962,6.690999985,4.35E+11,81807.19804,0.73270718,54.34740067,..,..,..,..,906053,17.04922216,18.52602791,15.5999859,0.705638419,..,..,..,..,..,..,4,4.031199932,3.538500071,1.165071195,82.248
2018,YR2018,Oman,Eastern Mediterranean,OMN,0.768999994,1.31400001,40.25400162,5.445000172,79294928479,16418.92693,-1.333278851,..,..,..,92.69399,96.98942,115559,2.392786956,3.655440853,1.734857884,3.445117966,..,10.21867,9.67394,106.666,102.4613,110.9722,4,..,..,4.609937247,84.539
2018,YR2018,Pakistan,Eastern Mediterranean,PAK,0.104999997,1.684999943,26.26000023,14.0539999,3.13E+11,1472.893134,3.284625257,40.03900146,..,..,..,..,9152355,4.312774311,4.348852228,4.278751605,2.05587987,33.46339,20.68833,44.28277,42.78196,39.26601,46.02474,10,3.95510006,4.550300121,2.668674362,36.666
2018,YR2018,Palau,Western Pacific,PLW,..,..,..,..,310111145,17317.87262,4.419500754,..,..,..,..,..,..,..,..,..,0.554390332,..,..,..,..,..,..,8,..,..,1.265572682,79.93
2018,YR2018,Panama,Americas,PAN,1.5,3.381000042,24.36199951,9.633999825,65055100000,15575.07255,1.936964073,43.63069916,..,..,94.88172,95.96893,338524,8.10473108,8.683356345,7.528247656,1.69258055,..,..,..,..,..,..,5,3.134799957,4.968299866,2.201944489,67.709
2018,YR2018,Papua New Guinea,Western Pacific,PNG,1.059999943,2.34800005,8.18999958,1.651000023,23431596214,2722.604679,-1.536193585,..,..,..,..,..,296511,3.445269251,3.761416705,3.141971659,1.974760178,..,..,..,..,..,..,6,..,..,2.484811285,13.169
2018,YR2018,Paraguay,Americas,PRY,3,6.881000042,27.54400063,8.579000473,40842341774,5871.467064,2.311690319,58.55009842,..,..,93.53171,94.51148,447290,6.430215009,6.824762651,6.048827709,1.287844517,..,..,..,..,..,..,7,5.28910017,7.518899918,1.75168621,61.585
2018,YR2018,Peru,Americas,PER,2.384000063,5.18599987,21.34199905,8.793000221,2.22E+11,6947.256627,2.205190229,54.02569962,..,..,91.70311,97.12137,2587417,8.088392792,8.571114693,7.599530346,1.718246517,..,14.20042,17.38724,106.4454,103.6391,109.2718,8,5.548900127,7.461200237,1.958564626,77.907
2018,YR2018,Philippines,Western Pacific,PHL,2.512000084,4.467000008,23.63899994,9.784000397,3.31E+11,3102.713363,4.770738946,35.70100021,..,..,..,..,5463318,5.122568768,5.973006194,4.281047841,1.39613428,..,..,..,..,..,..,13,2.126899958,2.678100109,1.876961044,46.907
2018,YR2018,Poland,Europe,POL,2.519999981,5.282999992,43.29899979,17.04700089,5.86E+11,15424.04603,5.139159148,35.08580017,..,..,..,..,6653012,17.51781676,20.61543009,14.22342174,0.00980075,..,..,..,..,..,..,5,3.843899965,3.84739995,-0.068427165,60.058
2018,YR2018,Portugal,Europe,PRT,2.957999945,6.453000069,33.53300095,15.0909996,2.38E+11,23145.73496,2.32877873,34.17950058,..,..,95.07252,97.35362,2257243,21.95385754,24.17338113,19.48456397,-0.180137491,..,..,..,..,..,..,6,6.565000057,7.436699867,0.680777147,65.211
2018,YR2018,Puerto Rico,Americas,PRI,1.256999969,6.045000076,23.20800018,8.812000275,1.01E+11,31651.34815,-1.041080619,..,..,..,..,..,596690,18.67485021,20.79990115,16.33493067,-3.983500085,..,..,..,..,..,..,6,..,..,-3.993136538,93.578
2018,YR2018,Qatar,Eastern Mediterranean,QAT,0.356999993,0.263000011,62.33100128,6.632999897,1.92E+11,69026.4688,-0.645097948,68.77999878,..,..,..,..,38111,1.370070339,1.712844943,1.25862912,2.068684466,14.03418,11.04303,12.1676,..,..,..,7,0.050000001,0.460000008,2.126182098,99.135
