Time,Time Code,Country Name,Region,Country Code,"Employers, female (% of female employment) (modeled ILO estimate) [SL.EMP.MPYR.FE.ZS]","Employers, male (% of male employment) (modeled ILO estimate) [SL.EMP.MPYR.MA.ZS]","Employment in industry, male (% of male employment) (modeled ILO estimate) [SL.IND.EMPL.MA.ZS]","Employment in industry, female (% of female employment) (modeled ILO estimate) [SL.IND.EMPL.FE.ZS]",GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"Labor force participation rate for ages 15-24, total (%) (national estimate) [SL.TLF.ACTI.1524.NE.ZS]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Population ages 65 and above, total [SP.POP.65UP.TO]",Population ages 65 and above (% of total population) [SP.POP.65UP.TO.ZS],"Population ages 65 and above, female (% of female population) [SP.POP.65UP.FE.ZS]","Population ages 65 and above, male (% of male population) [SP.POP.65UP.MA.ZS]",Population growth (annual %) [SP.POP.GROW],"Pupil-teacher ratio, tertiary [SE.TER.ENRL.TC.ZS]","Pupil-teacher ratio, secondary [SE.SEC.ENRL.TC.ZS]","Pupil-teacher ratio, primary [SE.PRM.ENRL.TC.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, secondary, female (% gross) [SE.SEC.ENRR.FE]","School enrollment, secondary, male (% gross) [SE.SEC.ENRR.MA]",Start-up procedures to register a business (number) [IC.REG.PROC],"Unemployment, male (% of male labor force) (national estimate) [SL.UEM.TOTL.MA.NE.ZS]","Unemployment, female (% of female labor force) (national estimate) [SL.UEM.TOTL.FE.NE.ZS]",Urban population growth (annual %) [SP.URB.GROW],Urban population (% of total population) [SP.URB.TOTL.IN.ZS]
2018,YR2018,Romania,Europe,ROU,0.624000013,1.383000016,36.69200134,21.5529995,2.40E+11,12301.1864,4.702669069,29.50139999,..,..,98.59977,99.10801,3571267,18.33870139,21.4068023,15.09991157,-0.581419209,..,..,..,..,..,..,6,4.712600231,3.484999895,-0.466532426,53.998
2018,YR2018,Russian Federation,Europe,RUS,0.866999984,1.792999983,37.51200104,15.69499969,1.66E+12,11288.87244,2.261780504,34.12760162,..,..,99.73411,99.72516,21201732,14.67470832,18.36523941,10.4025046,-0.012935384,..,..,..,..,..,..,4,4.911399841,4.776599884,0.176676488,74.433
2018,YR2018,Rwanda,Africa,RWA,0.057999998,0.061999999,15.08100033,2.983999968,9509003197,772.9678384,5.836046857,..,..,..,69.39454,77.5588,361455,2.938196078,3.399935943,2.460241483,2.644008891,24.74281,28.24773,59.50859,40.89606,43.27546,38.49434,5,..,..,3.14497755,17.211
2018,YR2018,Samoa,Western Pacific,WSM,5.170000076,4.790999889,18.86400032,7.193999767,861494700.7,4392.467755,0.324543037,..,..,..,99.24504,98.95609,9415,4.800411974,5.553442374,4.099168342,0.397464519,..,..,..,..,..,..,4,..,..,-0.740682249,18.243
2018,YR2018,San Marino,Europe,SMR,..,..,..,..,..,..,..,..,..,..,99.90191,99.93208,..,..,..,..,0.337998424,5.09655,5.84099,6.93061,67.85714,63.80208,71.49533,8,..,..,0.497460321,97.226
2018,YR2018,Sao Tome and Principe,Africa,STP,1.51699996,1.692000031,25.13500023,3.161000013,422296762.3,2001.140902,0.741508911,..,..,..,89.51573,96.16268,6174,2.925678109,3.327042176,2.523841543,1.884217354,..,..,..,..,..,..,6,..,..,3.037835235,72.803
2018,YR2018,Saudi Arabia,Eastern Mediterranean,SAU,0.207000002,2.137000084,28.14599991,2.028000116,7.82E+11,23219.13048,0.392688315,19.28000069,..,..,..,..,1116846,3.314088023,3.650084817,3.065436408,1.7988753,18.9733,..,13.81495,..,..,..,11,2.940000057,22.55999947,2.064004379,83.844
2018,YR2018,Senegal,Africa,SEN,0.432000011,1.123000026,18.65600014,5.72300005,24129599552,1521.953554,3.837062008,..,..,..,..,..,489396,3.086823701,3.483251604,2.669777919,2.78193167,27.94423,..,36.31817,43.70155,45.74903,41.69052,4,..,..,3.744338712,47.192
2018,YR2018,Serbia,Europe,SRB,2.099999905,4.309999943,31.81699944,16.7670002,50508366850,7233.995874,4.881012702,30.00209999,..,..,97.54816,99.07627,1280919,18.34579269,20.47672186,16.12760226,-0.553799324,22.06857,7.946,14.2927,95.08724,95.56466,94.63583,5,11.96179962,13.69989967,-0.286002271,56.092
2018,YR2018,Seychelles,Africa,SYC,..,..,..,..,1590180446,16433.93529,2.6431477,..,..,..,96.3502,95.41176,7349,7.594545604,8.939268855,6.318576615,0.954291918,17.54688,10.7789,14.48826,81.44791,84.19527,78.80993,9,..,..,1.715478237,56.691
2018,YR2018,Sierra Leone,Africa,SLE,2.982000113,2.390000105,10.24199963,1.35800004,3999945202,522.8581284,1.535163598,..,..,..,34.85203,51.64688,226946,2.966556211,3.379997455,2.551236347,2.136648208,..,..,27.52246,..,..,..,5,..,..,3.137954963,42.055
2018,YR2018,Singapore,Western Pacific,SGP,2.819999933,6.453000069,20.52000046,11.79199982,3.64E+11,64581.94402,2.656150008,38.13000107,..,..,95.91941,98.8509,646383,11.46338019,12.75344234,10.28860975,0.469704299,..,..,..,..,..,..,2,..,..,0.469704299,100
2018,YR2018,Sint Maarten (Dutch part),Europe,SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.196976476,..,..,..,..,..,..,..,..,..,0.196976476,100
2018,YR2018,Slovak Republic,Europe,SVK,1.917999983,4.261000156,50.26100159,21.08799934,1.06E+11,19546.9019,3.960369087,32.28829956,..,..,..,..,851327,15.6292465,18.4668768,12.63457079,0.142914343,..,..,..,..,..,..,8,6.131800175,7.027400017,0.096374379,53.726
2018,YR2018,Slovenia,Europe,SVN,2.404999971,5.02699995,45.26399994,18.8409996,54235484383,26234.0229,4.437488125,38.5564003,..,..,..,..,405347,19.60687965,22.42625331,16.75992892,0.04760799,..,..,..,..,..,..,3,4.601399899,5.697100163,0.540139042,54.541
2018,YR2018,Solomon Islands,Western Pacific,SLB,0.671999991,1.741999984,10.83100033,6.842999935,1411904531,2162.651804,0.72193521,..,..,..,..,..,23496,3.598950459,3.753400497,3.449044576,2.610133776,..,..,25.41046,..,..,..,7,..,..,4.578655939,23.749
2018,YR2018,Somalia,Eastern Mediterranean,SOM,0.792999983,1.985000014,7.136000156,3.717000008,4721000393,314.5623635,..,..,..,..,..,..,431231,2.873310943,2.976518469,2.769538457,2.831767652,..,..,..,..,..,..,9,..,..,4.129874897,44.971
2018,YR2018,South Africa,Africa,ZAF,2.664999962,7.607999802,31.92200089,12.13500023,3.68E+11,6374.015446,-0.572080197,25.44529915,..,..,..,..,3072723,5.318005005,6.329299839,4.277929537,1.357697288,..,..,..,..,..,..,7,25.14819908,29.05929947,2.121665549,66.355
2018,YR2018,South Sudan,Eastern Mediterranean,SSD,0.652999997,4.861000061,23.28700066,7.168000221,..,..,..,..,..,..,28.86426,40.26481,373015,3.39848288,3.664598154,3.132834179,0.59544157,..,..,..,..,..,..,12,..,..,1.976365785,19.615
2018,YR2018,Spain,Europe,ESP,3.368000031,6.507999897,29.07999992,8.68500042,1.43E+12,30523.85924,2.295205926,32.98339844,..,..,97.97378,98.92539,9054365,19.37850752,21.57489855,17.10469019,0.279719893,..,..,..,..,..,..,7,13.71879959,17.02339935,0.580216883,80.321
2018,YR2018,Sri Lanka,South-East Asia,LKA,1.065999985,4.047999859,29.0739994,26.90299988,88900770858,4102.48135,2.132746096,..,..,..,..,..,2269547,10.47321975,11.59198982,9.263704896,1.048392958,29.76096,..,..,..,..,..,7,..,..,1.547574095,18.476
2018,YR2018,St. Kitts and Nevis,Americas,KNA,..,..,..,..,1039875050,19829.42832,2.223654207,..,..,..,..,..,..,..,..,..,0.757999916,..,..,..,..,..,..,7,..,..,0.765048048,30.776
2018,YR2018,St. Lucia,Americas,LCA,3.50999999,7.760000229,28.625,14.03199959,1876189778,10315.02608,0.081064737,..,..,..,..,..,17837,9.806530356,9.977250569,9.633846841,0.514822934,7.71379,11.14556,14.73909,89.36041,89.4392,89.28248,5,..,..,0.869159377,18.678
2018,YR2018,St. Martin (French part),Europe,MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.907296656,..,..,..,..,..,..,..,..,..,..,..
2018,YR2018,St. Vincent and the Grenadines,Americas,VCT,4.138000011,7.287000179,30.36899948,7.274000168,813093984.1,7377.678832,2.200493075,..,..,..,..,..,10569,9.589786863,9.896188667,9.291316076,0.348123622,..,13.8727,14.39258,107.2264,108.675,105.8749,7,..,..,1.143369099,52.198
2018,YR2018,Sudan,Africa,SDN,1.429999948,7.296000004,18.39999962,3.744999886,40851536134,977.2736357,-4.629843228,..,..,..,56.06323,65.43515,1496980,3.581160528,3.828525645,3.333316412,2.392265265,..,..,..,..,..,..,10,..,..,3.180539089,34.642
2018,YR2018,Suriname,Americas,SUR,0.690999985,2.648999929,34.07500076,8.282999992,3427269682,5950.213947,1.024190548,..,..,..,92.71206,96.07404,39780,6.906369902,8.04221201,5.783035187,0.958587769,..,..,13.39335,82.26363,..,..,8,..,..,0.987514314,66.06
2018,YR2018,Sweden,Europe,SWE,1.496000051,5.513000011,28.05800056,6.987999916,5.51E+11,54111.97217,1.097673526,54.22710037,..,..,..,..,2046362,20.09552493,21.58168568,18.61273652,1.23985371,..,..,..,..,..,..,3,6.395100117,6.292099953,1.56636617,87.431
2018,YR2018,Switzerland,Europe,CHE,3.345000029,7.928999901,29.26199913,9.984000206,7.06E+11,82838.92944,1.761393104,67.99019623,..,..,..,..,1586054,18.62321656,20.34288995,16.87387256,0.762633818,..,..,..,..,..,..,6,4.367000103,5.109000206,0.811419636,73.797
2018,YR2018,Syrian Arab Republic,Africa,SYR,1.067000031,5.162000179,31.59300041,10.57199955,..,..,..,..,..,..,..,..,761311,4.503124421,4.877663902,4.131437711,-0.952015452,..,..,..,..,..,..,7,..,..,0.277775496,54.162
2018,YR2018,Tajikistan,Europe,TJK,0.109999999,0.57099998,22.47200012,4.793000221,7522947810,826.6215305,4.699464341,..,..,..,..,..,275017,3.021887552,3.244862272,2.802564262,2.453465059,..,..,..,..,..,..,4,..,..,3.015214562,27.134
2018,YR2018,Tanzania,South-East Asia,TZA,1.66900003,3.750999928,10.66499996,3.28399992,57437073927,1050.675254,2.11505516,..,..,..,..,..,1465009,2.601299178,3.011458253,2.190337342,2.981674115,..,20.86254,50.63304,29.43508,30.12852,28.75113,10,..,..,5.145487864,33.776
2018,YR2018,Thailand,South-East Asia,THA,1.468999982,4.034999847,26.32900047,20.2329998,5.05E+11,7273.563207,3.80126981,41.62870026,..,..,..,..,8262614,11.90089314,13.07038343,10.67062311,0.315448259,..,..,..,..,..,..,5,..,..,1.826333491,49.949
2018,YR2018,Timor-Leste,Western Pacific,TLS,1.621000051,1.666000009,10.36400032,7.412000179,2581000000,2035.533908,0.810280799,..,..,..,64.21094,71.86872,54732,4.316492294,4.670868939,3.970327095,1.96810074,..,26.54835,26.94886,83.61746,87.02535,80.30131,6,..,..,3.172140929,30.578
2018,YR2018,Togo,Africa,TGO,0.906000018,2.161999941,17.97900009,21.03300095,5300214337,671.8406876,2.349884065,..,..,..,..,..,226375,2.869468011,3.094716839,2.641866075,2.445904207,21.33152,..,40.14504,..,..,..,4,..,..,3.749272502,41.702
2018,YR2018,Tonga,Western Pacific,TON,0.897000015,1.269999981,14.15299988,55.03300095,450353313.9,4364.015561,-0.865341047,..,..,..,99.47503,99.35098,6144,5.953661444,6.435854689,5.479239726,1.168657761,..,..,..,..,..,..,4,..,..,1.002071456,23.131
2018,YR2018,Trinidad and Tobago,Americas,TTO,2.871000051,7.169000149,38.27199936,12.52999973,23410353435,16843.70161,0.280784372,..,..,..,..,..,149201,10.73495352,11.72470877,9.720810483,0.417170469,..,..,..,..,..,..,7,..,..,0.377615187,53.184
2018,YR2018,Tunisia,Eastern Mediterranean,TUN,3.153000116,8.399000168,32.65299988,33.42900085,39860715814,3446.607238,1.337501842,..,..,..,..,..,961725,8.315679079,9.080019934,7.538549948,1.145827766,..,..,16.87168,..,..,..,6,12.50150013,22.7609005,1.586277636,68.945
2018,YR2018,Turkey,Europe,TUR,1.315000057,6.045000076,31.36100006,15.48999977,7.67E+11,9311.366117,1.049259888,43.81309891,..,..,..,..,6983357,8.48321294,9.619825769,7.315000249,1.490444868,..,..,..,..,..,..,7,9.509699821,13.76640034,2.156726888,75.143
2018,YR2018,Turkmenistan,Europe,TKM,1.105999947,2.482000113,37.74700165,28.21100044,40761142857,6966.635411,4.507616162,..,..,..,..,..,258998,4.426634462,5.128821557,3.702783223,1.606415757,..,..,..,..,..,..,..,..,..,2.462917584,51.593
2018,YR2018,Turks and Caicos Islands,Americas,TCA,..,..,..,..,1022312010,27142.2278,3.74471268,..,..,..,..,..,..,..,..,..,1.471008071,..,10.06957,17.69231,..,..,..,..,..,..,1.772351253,93.098
2018,YR2018,Tuvalu,Western Pacific,TUV,..,..,..,..,42587778.47,3700.710677,1.270855057,..,..,..,..,..,..,..,..,..,1.206413793,..,8.64286,15.57647,66.72794,71.19497,62.48507,..,..,..,2.582154044,62.387
2018,YR2018,Uganda,Africa,UGA,2.559999943,3.802000046,10.8409996,3.631999969,27476945526,643.1396702,2.214677203,..,..,..,70.83806,82.65601,829251,1.94098692,2.304079433,1.566526355,3.7213873,..,..,..,..,..,..,13,..,..,6.182660301,23.774
2018,YR2018,Ukraine,Europe,UKR,0.676999986,1.067000031,34.02600098,13.67099953,1.31E+11,3095.173581,3.862732572,33.66360092,..,..,..,..,7333571,16.43468644,20.36038914,11.883205,-0.466430103,10.32792,7.33711,12.98011,..,..,..,6,10.04170036,7.433899879,-0.313471501,69.352
2018,YR2018,United Arab Emirates,Eastern Mediterranean,ARE,1.42900002,2.963999987,26.30699921,6.063000202,4.14E+11,43004.94865,-0.090057226,54.60430145,..,..,..,..,104496,1.085000985,1.205242714,1.032579546,1.50389676,..,..,..,..,..,..,2,1.333199978,5.930399895,1.821075657,86.522
2018,YR2018,United Kingdom,Europe,GBR,1.419999957,3.234999895,27.37299919,7.566999912,2.83E+12,42491.36444,0.741644025,57.09199905,..,..,..,..,12231225,18.39586567,19.68968014,17.06906209,0.649023745,..,..,..,..,..,..,4,4.045100212,3.940399885,0.95525565,83.398
2018,YR2018,United States,Americas,USA,1.88499999,2.97300005,28.77499962,8.494999886,2.05E+13,62641.01457,2.22182891,55.21559906,..,..,..,..,51717496,15.80765406,17.31835602,14.26517692,0.619431053,..,..,..,..,..,..,6,3.946799994,3.83769989,0.860433167,82.256
2018,YR2018,Uruguay,Americas,URY,2.670000076,5.203000069,28.25200081,9.112999916,59596885024,17277.97011,1.247312548,47.73740005,..,..,99.00774,98.37136,510997,14.81451953,17.48489092,11.95492126,0.367502623,..,..,..,..,..,..,5,6.861499786,10.07209969,0.466150153,95.334
2018,YR2018,Uzbekistan,Europe,UZB,1.001000047,2.09100008,38.70299911,18.45499992,50499920318,1532.371639,3.324803918,..,..,..,..,..,1456345,4.419137878,4.987506698,3.847535929,1.734862316,11.93428,..,21.50664,..,..,..,3,..,..,1.592330512,50.478
2018,YR2018,Vanuatu,Western Pacific,VUT,1.070000052,1.817000031,9.671999931,2.443000078,887817896.3,3033.408146,0.671832718,..,..,..,86.70609,88.30635,10654,3.640153068,3.533301908,3.742782258,2.480280726,..,..,..,..,..,..,7,..,..,2.920346064,25.274
2018,YR2018,"Venezuela, RB",Americas,VEN,1.598999977,4.747000217,27.65099907,10.74600029,..,..,..,..,..,..,..,..,2097993,7.26698662,7.988458474,6.528120641,-1.785864856,..,..,..,..,..,..,20,..,..,-1.757515768,88.208
2018,YR2018,Vietnam,Western Pacific,VNM,1.136999965,2.877000093,29.6779995,21.65800095,2.45E+11,2563.820731,6.018088398,..,..,..,93.59671,96.45678,6950543,7.274978298,8.858511615,5.68513188,0.992716375,..,..,20.27696,..,..,..,8,..,..,2.977820697,35.919
2018,YR2018,Virgin Islands (U.S.),Americas,VIR,3.066999912,7.826000214,34.84000015,11.07699966,..,..,..,..,..,..,..,..,20634,19.28830722,20.56771184,17.88691373,-0.271651781,..,..,..,..,..,..,..,..,..,-0.148328888,95.721
2018,YR2018,West Bank and Gaza,Western Pacific,PSE,1.917999983,7.369999886,34.4469986,11.75899982,14615900000,3198.866644,-1.618564497,33.17670059,..,..,95.74195,98.65776,143163,3.133305737,3.351414916,2.921248009,2.533011484,27.87912,17.33404,24.45322,89.48775,93.89944,85.24379,10,25.08469963,51.23379898,2.888118685,76.164
2018,YR2018,"Yemen, Rep.",Eastern Mediterranean,YEM,2.232000113,7.552000046,10.26099968,15.19299984,26914402224,944.4084994,-4.968006747,..,..,..,..,..,819699,2.876269756,3.156874243,2.599962646,2.357022518,..,..,..,..,..,..,6,..,..,4.080208807,36.642
2018,YR2018,Zambia,Africa,ZMB,0.239999995,0.356000006,16.90099907,3.977999926,26720073436,1539.900158,0.815169499,..,..,..,83.08344,90.60118,364332,2.099678026,2.530612273,1.660074524,2.912801004,..,..,..,..,..,..,7,..,..,4.172970375,43.521
2018,YR2018,Zimbabwe,Africa,ZWE,0.305999994,0.638999999,12.0710001,2.147000074,31000519447,2146.996385,4.672029259,..,..,..,..,..,424438,2.939523653,3.616562207,2.195920728,1.410782722,..,..,..,..,..,..,9,..,..,1.323892229,32.209
2018,YR2018,Arab World,,ARB,1.566761721,6.068445435,27.72462623,9.187184429,2.78E+12,6626.135357,0.177434958,..,..,..,67.22897,81.35474,19133535,4.557876424,5.03439618,4.114540711,1.915912316,..,14.49976,20.78495,72.33986,69.82211,74.74961,7.181818182,..,..,2.409377647,58.92541859
2018,YR2018,Caribbean small states,,CSS,2.436447442,5.242304845,28.61240418,8.236039209,72930271173,9910.397885,1.03128134,..,..,..,..,..,636430,8.796658749,9.348854432,8.235636201,0.601162818,..,15.1103,18.92805,86.47735,89.03225,84.0072,6.692307692,..,..,0.906128378,51.19936158
2018,YR2018,Central Europe and the Baltics,,CEB,2.067240487,4.466012259,41.84482132,19.19126061,1.63E+12,15913.23168,4.542053784,32.66045423,..,..,..,..,18923822,18.4601185,21.67046191,15.03682499,-0.220882355,..,10.02635,12.66168,101.8837,101.2976,102.4406,5.636363636,4.328306085,4.295631698,-0.087003905,62.33207606
2018,YR2018,Early-demographic dividend,,EAR,1.225486853,3.376956895,25.84430314,15.12330304,1.16E+13,3581.455983,2.755709113,33.26471487,..,..,73.60423,84.9596,189028683,5.817805684,6.311376744,5.342223491,1.308063541,..,21.40841,27.85282,74.49043,75.01063,74.00831,8.295081967,5.471946326,6.449875288,2.223636943,45.1312567
2018,YR2018,East Asia & Pacific,,EAS,1.677239128,4.000309257,28.19803322,23.69688655,2.59E+13,11132.22966,3.57940328,..,..,..,93.93963,97.25485,250129513,10.744358,11.84896981,9.669866818,0.605775424,..,14.75977,17.53589,84.83718,85.58041,84.16578,6.344827586,..,..,2.085951222,59.05278867
2018,YR2018,East Asia & Pacific (excluding high income),,EAP,1.716463789,4.02745701,27.70272879,24.910275,1.63E+13,7820.71228,5.634584838,..,..,..,94.19083,97.51447,197665493,9.496237874,10.42528118,8.598381541,0.652568917,..,14.98305,17.66661,83.66709,84.52948,82.8905,7.6,..,..,2.427495934,55.63358824
2018,YR2018,East Asia & Pacific (IDA & IBRD countries),,TEA,1.738419237,4.058296545,27.81687936,25.08050615,1.62E+13,7902.849346,5.632167095,..,..,..,94.11664,97.48526,195280540,9.498247565,10.40637702,8.621453375,0.654850956,..,14.95966,17.64651,83.54673,84.41218,82.76804,7.619047619,..,..,2.450055917,55.55509202
2018,YR2018,Euro area,,EMU,2.727619059,6.360411957,33.45287231,11.31775295,1.37E+13,40012.50166,1.725924978,40.10893505,..,..,..,..,70408316,20.60028759,22.83679507,18.26341807,0.181381489,..,11.42415,13.203,108.4108,107.9694,108.8267,5.210526316,7.851152312,8.570074337,0.470838245,76.99173271
2018,YR2018,Europe & Central Asia,,ECS,1.928823234,4.527609054,34.00012156,13.21657384,2.30E+13,25077.98448,1.741832542,40.61394366,..,..,97.88237,98.83254,149843891,16.3488906,18.70998754,13.83851195,0.368511547,..,11.08115,14.86965,105.1224,104.4102,105.7977,5.12244898,6.798299006,7.016033164,0.635952757,72.1835105
2018,YR2018,Europe & Central Asia (excluding high income),,ECA,1.242513886,3.051291959,34.47471193,15.55282568,3.39E+12,8125.769061,2.25439649,37.01528763,..,..,98.51828,99.54427,50109639,12.0469774,14.7073074,9.149685463,0.501868444,..,10.48524,18.39211,98.80405,97.52831,100.0163,4.9,7.074356696,6.815348733,0.769007204,66.94738051
2018,YR2018,Europe & Central Asia (IDA & IBRD countries),,TEC,1.374904959,3.273495665,35.27626882,15.66793217,4.04E+12,8788.47217,2.620850651,36.79433007,..,..,98.50061,99.52141,57598747,12.57559892,15.27214757,9.644937253,0.448856882,..,10.3459,17.06837,99.3929,98.11138,100.6112,5.045454545,6.749272698,6.535104715,0.696846839,66.28683231
2018,YR2018,European Union,,EUU,2.381253375,5.539796422,33.88970504,12.03937522,1.88E+13,36546.39969,1.808720213,41.80024911,..,..,..,..,102306628,19.93452168,22.18276094,17.58729923,0.199586639,..,11.79284,13.29708,110.6269,110.5548,110.6952,5.392857143,6.602739387,7.067142256,0.490645638,75.66564847
2018,YR2018,Fragile and conflict affected situations,,FCS,0.968930861,3.35435833,16.34703608,7.321428004,8.32E+11,1615.771362,0.145205139,..,..,..,56.20891,71.53458,17713227,3.450848012,3.830732258,3.068541801,2.20120685,..,19.02135,30.49175,47.4289,42.38706,52.36763,7.571428571,..,..,3.214931227,41.50682906
2018,YR2018,Heavily indebted poor countries (HIPC),,HPC,1.204675437,2.873654867,14.09305955,8.285122429,7.27E+11,932.0983588,1.284273091,..,..,..,55.48133,69.98758,23628692,3.028409238,3.354202843,2.700899274,2.78329757,..,21.37058,39.66142,41.21096,37.88848,44.47756,7.307692308,..,..,4.12525151,36.00846526
2018,YR2018,High income,,HIC,2.013778715,4.306030107,31.7107492,10.7397798,5.41E+13,44714.74107,1.704720009,47.01259323,..,..,..,..,216888374,17.93204393,20.00832288,15.83844229,0.488412288,..,12.63098,14.03652,105.7531,105.0239,106.4459,5.379310345,4.925915158,5.454409451,0.711902907,81.33497836
2018,YR2018,IBRD only,,IBD,1.699709674,3.759407344,28.22068998,21.08635387,3.05E+13,6383.675952,3.71581887,..,..,..,85.79008,92.28275,404863045,8.483780139,9.456275259,7.536990517,0.870067094,..,17.23354,21.996,83.36442,84.0251,82.76125,7.712121212,..,..,2.001930508,55.012428
2018,YR2018,IDA & IBRD total,,IBT,1.615354978,3.664809954,25.98164433,18.45034496,3.27E+13,5094.780612,3.332785512,..,..,..,80.05061,88.32628,463143690,7.224820741,8.007300304,6.458578935,1.223080036,..,18.02335,25.328,71.9927,71.52855,72.42458,7.319148936,..,..,2.303782393,50.42220177
2018,YR2018,IDA blend,,IDB,2.175510775,2.90447479,20.95871856,11.08553045,9.91E+11,1783.299056,1.236194818,..,..,..,58.28596,75.69121,19445231,3.498860383,3.703961263,3.299385765,2.263867843,..,18.86477,34.26502,48.10633,45.36359,50.71425,7,..,..,3.398123486,42.38042502
2018,YR2018,IDA only,,IDX,1.032809808,3.518714111,16.25395724,9.754525037,1.22E+12,1127.132559,2.725530563,..,..,..,59.68649,72.53029,38835414,3.587592591,3.900377281,3.272212277,2.264628755,..,23.53348,35.97722,47.85161,46.16495,49.50134,6.965517241,..,..,3.777649852,34.31596992
2018,YR2018,IDA total,,IDA,1.348861393,3.318587298,17.78682701,10.12265842,2.21E+12,1350.091506,1.985745595,..,..,..,59.21781,73.61888,58280645,3.557491151,3.834539564,3.281540037,2.264370902,..,21.68306,35.45098,47.91952,45.86932,49.90544,6.973333333,..,..,3.630047036,37.05186506
2018,YR2018,Late-demographic dividend,,LTE,1.821318142,4.079409898,29.38370537,23.7181555,2.22E+13,9686.991724,4.273256514,..,..,..,94.84279,97.45938,245419442,10.72325299,12.05270195,9.419887274,0.542394418,..,13.50771,17.16688,89.19515,89.90353,88.55396,5.666666667,..,..,1.944120753,62.44509902
2018,YR2018,Latin America & Caribbean,,LCN,2.615913506,5.476739969,27.1086223,12.02836835,5.79E+12,9023.504823,0.51089441,49.45647684,..,..,93.44784,94.30852,54091560,8.438306072,9.320502449,7.527571947,0.941967092,..,16.4962,21.30215,95.94882,97.93028,94.03574,8.181818182,7.280069081,9.974224832,1.242484937,80.58329099
2018,YR2018,Latin America & Caribbean (excluding high income),,LAC,2.626897354,5.481887852,26.97795891,12.12742918,5.19E+12,8527.550215,0.455120383,50.00686561,..,..,92.8302,93.81777,50193307,8.24270282,9.089486878,7.368764565,0.954793339,..,16.60104,21.57,95.91637,97.90873,93.99221,8.708333333,7.338917392,10.08526712,1.26961445,80.4016256
2018,YR2018,Latin America & the Caribbean (IDA & IBRD countries),,TLA,2.653822221,5.546566444,27.24191775,12.07462233,5.56E+12,8881.077105,0.573809484,49.46075519,..,..,93.32517,94.20759,51638103,8.256209237,9.125288302,7.359074899,0.986256836,..,16.65098,21.69085,95.95598,97.94394,94.03561,8.3,7.280069081,9.974224832,1.29639279,80.60141232
2018,YR2018,Least developed countries: UN classification,,LDC,0.924234896,3.356313931,15.884057,9.157631136,1.05E+12,1043.055789,1.820425202,..,..,..,58.09787,71.79852,35744163,3.540249106,3.851844434,3.225226108,2.361954866,..,24.74825,37.15033,46.40859,44.48205,48.29697,7.304347826,..,..,3.996273449,33.56806008
2018,YR2018,Low & middle income,,LMY,1.591427095,3.635367224,25.81817222,18.46219908,3.17E+13,4967.882744,3.33495251,..,..,..,79.81951,88.21015,456730553,7.156651231,7.924806062,6.404782183,1.227250784,..,18.11664,25.44687,71.89608,71.43701,72.3232,7.363636364,..,..,2.316753554,50.32784424
2018,YR2018,Low income,,LIC,0.863049184,2.344463522,14.15245673,8.012246387,5.73E+11,812.7803431,2.275165415,..,..,..,55.61861,71.1114,23216497,3.291171653,3.702198555,2.874525052,2.613688746,..,22.09153,39.82732,41.23453,37.70653,44.69902,7.1,..,..,4.029219733,32.57220389
2018,YR2018,Lower middle income,,LMC,1.384663016,3.22079802,24.8484985,15.3743599,6.71E+12,2218.899749,4.097497896,32.19677441,..,..,70.9349,83.38948,167148984,5.529415473,6.066286708,5.013371144,1.391436623,..,22.34035,28.87235,68.37509,68.24519,68.49518,7.70212766,5.001214532,4.840118805,2.586463667,40.50788978
2018,YR2018,Middle East & North Africa,,MEA,1.571683999,5.785764759,29.94941088,12.38452402,3.62E+12,8056.950437,0.621995794,..,..,..,72.33609,85.0673,23263387,5.182161356,5.611204585,4.78278544,1.735418508,..,14.91591,21.32469,81.4368,78.86392,83.88837,7.047619048,..,..,2.234918903,65.37197432
2018,YR2018,Middle East & North Africa (excluding high income),,MNA,1.768590129,6.82839638,29.36922814,14.76663973,..,..,..,..,..,..,69.41151,82.49586,20582368,5.375436375,5.692461145,5.063587993,1.686366943,..,16.20428,23.02361,77.6646,75.79043,79.45058,7.615384615,..,..,2.217486384,61.59054752
2018,YR2018,Middle East & North Africa (IDA & IBRD countries),,TMN,1.767543807,6.823550733,29.32379807,14.78770233,..,..,..,..,..,..,69.12166,82.31167,20439205,5.40251473,5.720550186,5.089626813,1.675843296,..,16.17787,23.00915,77.4084,75.39607,79.32563,7.416666667,..,..,2.206886284,61.414543
